,project_id,state,bead_support,estimated_miles_aerial_fiber,estimated_miles_buried_fiber,estimated_jobs,project_type,priority_broadband_project,funded_locations,funded_cai,dominant_technology,avg_download_speed,avg_upload_speed,state_num_providers
0,CM61-BEAD-AL-1,AL,2629267.7,8.0,38.0,0.0,L,True,366,0,50.0,5000.0,5000.0,13
1,CM61-BEAD-AL-10,AL,606229.99,9.0,4.0,0.0,L,True,142,0,50.0,1000.0,1000.0,13
2,CM61-BEAD-AL-11,AL,19908009.0,204.0,36.0,50.0,L,True,2006,15,50.0,2000.0,2000.0,13
3,CM61-BEAD-AL-12,AL,138750.0,0.0,0.0,0.0,L,False,160,0,61.0,100.0,20.0,13
4,CM61-BEAD-AL-4,AL,1540000.0,13.0,32.0,0.0,L,True,154,0,50.0,5000.0,5000.0,13
5,CM61-BEAD-AL-14,AL,1821711.0,31.0,5.0,56.0,L,True,947,13,50.0,1000.0,1000.0,13
6,CM61-BEAD-AL-15,AL,20547945.0,181.0,35.0,50.0,L,True,2066,11,50.0,1994.6757018393027,1994.6757018393027,13
7,CM61-BEAD-AL-16,AL,2071855.0,107.0,6.0,2.0,L,True,349,2,50.0,2000.0,2000.0,13
8,CM61-BEAD-AL-8,AL,10302719.64,120.0,180.0,5.0,L,True,1231,38,50.0,2000.0,2000.0,13
9,CM61-BEAD-AL-18,AL,22812894.56,449.0,79.0,8.0,L,True,3149,13,50.0,2000.0,2000.0,13
10,CM61-BEAD-AL-19,AL,2892574.0,1.0,44.0,5.0,L,True,514,0,50.0,1000.0,1000.0,13
11,CM61-BEAD-AL-2,AL,29835625.15,189.0,1387.0,47.0,L,True,9984,40,50.0,2000.0,2000.0,13
12,CM61-BEAD-AL-20,AL,317250.0,0.0,0.0,0.0,L,False,406,0,61.0,100.0,20.0,13
13,CM61-BEAD-AL-21,AL,3705174.0,125.0,16.0,5.0,L,True,466,0,50.0,2000.0,2000.0,13
14,CM61-BEAD-AL-13,AL,7790000.0,20.0,112.0,0.0,L,True,779,0,50.0,5000.0,5000.0,13
15,CM61-BEAD-AL-23,AL,9509519.58,140.0,60.0,0.0,L,True,1093,0,50.0,1000.0,1000.0,13
16,CM61-BEAD-AL-22,AL,3679632.0,27.0,69.0,0.0,L,True,368,0,50.0,5000.0,5000.0,13
17,CM61-BEAD-AL-25,AL,2601109.45,15.0,34.0,2.0,L,True,263,0,50.0,10000.0,10000.0,13
18,CM61-BEAD-AL-26,AL,5072861.0,21.0,64.0,5.0,L,True,865,0,50.0,1000.0,1000.0,13
19,CM61-BEAD-AL-27,AL,10848841.04,597.0,105.0,10.0,L,True,1383,14,50.0,2000.0,2000.0,13
20,CM61-BEAD-AL-17,AL,7712060.0,134.0,119.0,5.0,L,True,1042,32,50.0,2000.0,2000.0,13
21,CM61-BEAD-AL-29,AL,2536208.0,122.0,12.0,5.0,L,True,396,10,50.0,2000.0,2000.0,13
22,CM61-BEAD-AL-3,AL,6196425.0,0.0,98.0,5.0,L,True,864,0,50.0,1000.0,1000.0,13
23,CM61-BEAD-AL-30,AL,2686739.13,23.0,1.0,1.0,L,True,320,10,50.0,1000.0,1000.0,13
24,CM61-BEAD-AL-31,AL,6371720.05,91.0,1.0,1.0,L,True,729,11,50.0,1000.0,1000.0,13
25,CM61-BEAD-AL-32,AL,1870990.0,108.0,12.0,7.0,L,True,680,3,50.0,2000.0,2000.0,13
26,CM61-BEAD-AL-28,AL,11611650.0,84.0,126.0,5.0,L,True,1194,27,50.0,2000.0,2000.0,13
27,CM61-BEAD-AL-34,AL,251250.0,0.0,0.0,0.0,L,False,260,0,61.0,100.0,20.0,13
28,CM61-BEAD-AL-24,AL,14453640.0,48.0,203.0,0.0,L,True,1487,0,50.0,5000.0,5000.0,13
29,CM61-BEAD-AL-33,AL,14286209.0,206.0,309.0,5.0,L,True,2585,29,50.0,2000.0,2000.0,13
30,CM61-BEAD-AL-37,AL,5889918.97,55.0,9.0,35.0,L,True,658,11,50.0,2000.0,2000.0,13
31,CM61-BEAD-AL-35,AL,9277793.44,139.0,197.0,0.0,L,True,1542,0,50.0,5000.0,5000.0,13
32,CM61-BEAD-AL-39,AL,2635500.0,0.0,56.0,0.0,L,True,251,0,50.0,1000.0,1000.0,13
33,CM61-BEAD-AL-38,AL,9936916.0,75.0,206.0,0.0,L,True,1132,0,50.0,5000.0,5000.0,13
34,CM61-BEAD-AL-40,AL,3711922.0,0.0,58.0,5.0,L,True,531,0,50.0,1000.0,1000.0,13
35,CM61-BEAD-AL-41,AL,3755894.06,56.0,1.0,1.0,L,True,425,17,50.0,1000.0,1000.0,13
36,CM61-BEAD-AL-42,AL,1634280.0,7.0,17.0,5.0,L,True,251,1,50.0,10000.0,10000.0,13
37,CM61-BEAD-AL-36,AL,8832315.48,78.0,117.0,5.0,L,True,1190,21,40.0,2000.0,2000.0,13
38,CM61-BEAD-AL-44,AL,23952872.02,477.0,84.0,12.0,L,True,3395,16,50.0,2000.0,2000.0,13
39,CM61-BEAD-AL-45,AL,4486573.32,38.0,139.0,0.0,L,True,862,0,50.0,5000.0,5000.0,13
40,CM61-BEAD-AL-46,AL,194503.51,9.0,17.0,0.0,L,True,105,0,50.0,5000.0,5000.0,13
41,CM61-BEAD-AL-47,AL,4794710.21,44.0,1.0,1.0,L,True,975,11,50.0,1000.0,1000.0,13
42,CM61-BEAD-AL-48,AL,2386271.0,180.0,20.0,20.0,L,True,1804,12,50.0,2000.0,2000.0,13
43,CM61-BEAD-AL-49,AL,498000.0,0.0,0.0,0.0,L,False,431,0,61.0,100.0,20.0,13
44,CM61-BEAD-AL-5,AL,6511050.06,100.0,43.0,0.0,L,True,1271,0,50.0,1000.0,1000.0,13
45,CM61-BEAD-AL-50,AL,12042888.0,0.0,715.0,11.0,L,True,4538,10,50.0,2000.0,2000.0,13
46,CM61-BEAD-AL-51,AL,1122740.36,56.0,101.0,0.0,L,True,639,0,50.0,5000.0,5000.0,13
47,CM61-BEAD-AL-52,AL,8170000.0,65.0,140.0,0.0,L,True,817,0,50.0,5000.0,5000.0,13
48,CM61-BEAD-AL-43,AL,30602736.0,504.0,591.0,5.0,L,True,5295,113,50.0,2000.0,2000.0,13
49,CM61-BEAD-AL-54,AL,6607419.7,72.0,2.0,1.0,L,True,739,10,50.0,1000.0,1000.0,13
50,CM61-BEAD-AL-55,AL,4679532.0,41.0,65.0,0.0,L,True,468,0,50.0,5000.0,5000.0,13
51,CM61-BEAD-AL-56,AL,761250.0,0.0,0.0,0.0,L,False,848,0,61.0,100.0,20.0,13
52,CM61-BEAD-AL-53,AL,16609082.0,181.0,271.0,5.0,L,True,2172,15,50.0,2000.0,2000.0,13
53,CM61-BEAD-AL-58,AL,5050000.0,45.0,82.0,0.0,L,True,505,0,50.0,5000.0,5000.0,13
54,CM61-BEAD-AL-59,AL,9450000.0,0.0,131.0,2.0,L,True,1117,0,50.0,10000.0,10000.0,13
55,CM61-BEAD-AL-6,AL,41250.0,0.0,0.0,0.0,L,False,48,0,61.0,100.0,20.0,13
56,CM61-BEAD-AL-60,AL,1473000.0,0.0,0.0,0.0,L,False,1534,0,61.0,100.0,20.0,13
57,CM61-BEAD-AL-61,AL,198000.0,0.0,0.0,0.0,L,False,245,0,61.0,100.0,20.0,13
58,CM61-BEAD-AL-7,AL,1732373.0,107.0,14.0,8.0,L,True,707,13,50.0,2000.0,2000.0,13
59,CM61-BEAD-AL-57,AL,32410935.0,485.0,499.0,5.0,L,True,3389,75,50.0,2000.0,2000.0,13
60,CM61-BEAD-AL-9,AL,306000.0,0.0,0.0,0.0,L,False,378,0,61.0,100.0,20.0,13
61,CM61-BEAD-AL-62,AL,8836800.0,0.0,0.0,0.0,L,False,14728,0,61.0,149.9762357414449,49.985741444866925,13
62,CM61-BEAD-AL-63,AL,3914250.0,0.0,0.0,0.0,L,False,3461,0,61.0,100.0,20.0,13
63,CM61-BEAD-KS-1012,KS,416482.0,0.0,2.0,4.0,L,False,341,0,71.0,100.0,20.0,13
64,CM61-BEAD-KS-1015,KS,2861122.0,0.0,2.0,3.0,L,False,920,0,71.0,100.0,20.0,13
65,CM61-BEAD-KS-1019,KS,3929589.0,0.0,2.0,4.0,L,False,1424,0,71.0,100.0,20.0,13
66,CM61-BEAD-KS-1022,KS,804742.0,0.0,2.0,3.0,L,False,294,0,71.0,100.0,20.0,13
67,CM61-BEAD-KS-1026,KS,222253.0,0.0,2.0,4.0,L,False,57,0,71.0,100.0,20.0,13
68,CM61-BEAD-KS-1028-A,KS,414931.0,0.0,2.0,4.0,L,False,163,0,71.0,100.0,20.0,13
69,CM61-BEAD-KS-1028-B,KS,129825.0,0.0,2.0,3.0,L,False,51,0,71.0,100.0,20.0,13
70,CM61-BEAD-KS-1045-A,KS,263408.0,0.0,2.0,3.0,L,False,416,0,71.0,100.0,20.0,13
71,CM61-BEAD-KS-1045-B,KS,1266.0,0.0,2.0,4.0,L,False,2,0,71.0,100.0,20.0,13
72,CM61-BEAD-KS-1057,KS,412036.64,0.0,26.0,1.0,L,True,65,0,72.0,1238.4615384615383,1553.8461538461538,13
73,CM61-BEAD-KS-1058,KS,2673972.33,0.0,123.0,3.0,L,True,407,1,50.0,2500.0,2500.0,13
74,CM61-BEAD-KS-1061,KS,375000.0,0.0,75.0,1.0,L,True,100,0,72.0,500.0,1000.0,13
75,CM61-BEAD-KS-1062,KS,1618818.32,0.0,175.0,2.0,L,True,396,0,72.0,792.9292929292926,1219.6969696969707,13
76,CM61-BEAD-KS-1063-A,KS,409640.0,0.0,0.0,1.0,L,True,418,0,71.0,1000.0,500.0,13
77,CM61-BEAD-KS-1063-B,KS,544880.0,0.0,0.0,1.0,L,True,556,0,71.0,1000.0,500.0,13
78,CM61-BEAD-KS-1063-C,KS,26460.0,0.0,0.0,0.0,L,False,27,0,71.0,1000.0,500.0,13
79,CM61-BEAD-KS-1063-D,KS,62720.0,0.0,0.0,1.0,L,False,64,0,71.0,1000.0,500.0,13
80,CM61-BEAD-KS-1064-A,KS,99960.0,0.0,0.0,1.0,L,False,102,0,71.0,1000.0,500.0,13
81,CM61-BEAD-KS-1064-B,KS,282240.0,0.0,0.0,1.0,L,False,288,0,71.0,1000.0,500.0,13
82,CM61-BEAD-KS-1064-C,KS,133280.0,0.0,0.0,1.0,L,False,136,0,71.0,1000.0,500.0,13
83,CM61-BEAD-KS-1065-A,KS,356720.0,0.0,0.0,1.0,L,True,364,0,71.0,1000.0,500.0,13
84,CM61-BEAD-KS-1065-B,KS,22540.0,0.0,0.0,1.0,L,True,23,0,71.0,1000.0,500.0,13
85,CM61-BEAD-KS-1065-C,KS,26460.0,0.0,0.0,0.0,L,False,27,0,71.0,1000.0,500.0,13
86,CM61-BEAD-KS-1065-D,KS,2940.0,0.0,0.0,1.0,L,False,3,0,71.0,1000.0,500.0,13
87,CM61-BEAD-KS-1065-E,KS,87220.0,0.0,0.0,0.0,L,True,89,0,71.0,1000.0,500.0,13
88,CM61-BEAD-KS-1065-F,KS,235200.0,0.0,0.0,0.0,L,True,240,0,71.0,1000.0,500.0,13
89,CM61-BEAD-KS-1065-G,KS,146020.0,0.0,0.0,1.0,L,True,149,0,71.0,1000.0,500.0,13
90,CM61-BEAD-KS-1065-H,KS,122500.0,0.0,0.0,1.0,L,True,125,0,71.0,1000.0,500.0,13
91,CM61-BEAD-KS-1065-I,KS,226380.0,0.0,0.0,1.0,L,True,231,0,71.0,1000.0,500.0,13
92,CM61-BEAD-KS-1066-A,KS,62720.0,0.0,0.0,0.0,L,False,64,0,71.0,1000.0,500.0,13
93,CM61-BEAD-KS-1066-B,KS,80360.0,0.0,0.0,0.0,L,False,82,0,71.0,1000.0,500.0,13
94,CM61-BEAD-KS-1066-C,KS,2975280.0,0.0,0.0,0.0,L,False,3036,0,71.0,1000.0,500.0,13
95,CM61-BEAD-KS-1066-D,KS,96040.0,0.0,0.0,0.0,L,False,98,0,71.0,1000.0,500.0,13
96,CM61-BEAD-KS-1066-E,KS,337120.0,0.0,0.0,0.0,L,False,344,0,71.0,1000.0,500.0,13
97,CM61-BEAD-KS-1066-F,KS,1738520.0,0.0,0.0,0.0,L,False,1774,0,71.0,1000.0,500.0,13
98,CM61-BEAD-KS-1069,KS,525000.0,0.0,225.0,1.0,L,True,140,0,72.0,500.0,1000.0,13
99,CM61-BEAD-KS-1071,KS,549154.19,0.0,2.0,1.0,L,True,44,0,50.0,1590.9090909090912,1818.1818181818182,13
100,CM61-BEAD-KS-1075,KS,2353674.96,0.0,0.0,0.0,L,False,796,0,61.0,450.0,50.0,13
101,CM61-BEAD-KS-1092,KS,945713.21,0.0,0.0,0.0,L,False,115,0,71.0,100.0,20.0,13
102,CM61-BEAD-KS-1094,KS,646001.49,0.0,0.0,0.0,L,False,321,0,71.0,100.0,20.0,13
103,CM61-BEAD-KS-1095,KS,1161224.18,0.0,0.0,0.0,L,False,448,0,71.0,100.0,20.0,13
104,CM61-BEAD-KS-1096,KS,888394.5,0.0,0.0,0.0,L,False,142,0,71.0,283.80281690140833,220.14084507042253,13
105,CM61-BEAD-KS-1145,KS,1261381.77,0.0,4.0,1.0,L,True,230,0,71.0,475.65217391304344,429.0434782608697,13
106,CM61-BEAD-KS-1302,KS,71184.9,0.0,1.0,0.0,L,True,22,0,50.0,1000.0,1000.0,13
107,CM61-BEAD-KS-1304,KS,849232.5,0.0,4.0,1.0,L,True,132,0,50.0,556.8181818181816,517.4242424242424,13
108,CM61-BEAD-KS-1305,KS,850811.99,6.0,4.0,0.0,L,True,192,2,50.0,1000.0,1000.0,13
109,CM61-BEAD-KS-1307,KS,10471776.87,0.0,390.0,3.0,L,True,1950,3,72.0,1151.282051282051,1488.4615384615386,13
110,CM61-BEAD-KS-1308-A,KS,589899.77,0.0,110.0,1.0,L,True,145,1,50.0,1741.3793103448286,1931.034482758621,13
111,CM61-BEAD-KS-1308-B,KS,1185088.64,0.0,110.0,3.0,L,True,183,0,50.0,2500.0,2500.0,13
112,CM61-BEAD-KS-1308-C,KS,1380000.0,0.0,110.0,1.0,L,True,368,0,72.0,500.0,1000.0,13
113,CM61-BEAD-KS-339-R,KS,104000.0,0.0,0.0,0.0,L,True,26,0,71.0,1000.0,500.0,13
114,CM61-BEAD-KS-917,KS,725577.86,0.0,0.0,1.0,L,False,143,0,71.0,100.0,20.0,13
115,CM61-BEAD-KS-920,KS,3297810.83,0.0,99.0,2.0,L,True,701,0,50.0,2500.0,2500.0,13
116,CM61-BEAD-KS-921,KS,235109.0,0.0,18.0,6.0,L,True,73,0,50.0,1000.0,1000.0,13
117,CM61-BEAD-KS-960,KS,1172710.0,0.0,64.0,0.0,L,True,34,0,50.0,629.4117647058823,596.470588235294,13
118,CM61-BEAD-KS-961,KS,2024683.0,0.0,18.0,0.0,L,True,202,0,71.0,180.19801980198022,107.32673267326733,13
119,CM61-BEAD-KS-963,KS,1020000.0,0.0,128.0,2.0,L,True,273,1,72.0,507.3260073260073,1005.4945054945055,13
120,CM61-BEAD-KS-964-A,KS,4581765.0,0.0,117.0,2.0,L,True,141,0,50.0,1000.0,1000.0,13
121,CM61-BEAD-KS-964-B,KS,3261163.5,0.0,161.0,3.0,L,True,154,0,50.0,1000.0,1000.0,13
122,CM61-BEAD-KS-968-A,KS,1078588.46,0.0,115.0,2.0,L,True,191,0,50.0,2332.4607329842934,2374.3455497382183,13
123,CM61-BEAD-KS-968-B,KS,416250.0,0.0,115.0,2.0,L,True,111,0,72.0,500.0,1000.0,13
124,CM61-BEAD-KS-968-C,KS,71250.0,0.0,115.0,2.0,L,True,19,0,72.0,500.0,1000.0,13
125,CM61-BEAD-KS-970-A,KS,7427912.25,0.0,126.0,2.0,L,True,246,0,50.0,1000.0,1000.0,13
126,CM61-BEAD-KS-970-B,KS,10580524.5,0.0,196.0,3.0,L,True,319,0,50.0,1000.0,1000.0,13
127,CM61-BEAD-KS-973,KS,767163.76,0.0,247.0,3.0,L,True,238,1,72.0,1197.4789915966394,1523.109243697479,13
128,CM61-BEAD-KS-974,KS,333750.0,0.0,76.0,1.0,L,True,89,0,72.0,500.0,1000.0,13
129,CM61-BEAD-KS-975,KS,81249.33,0.0,0.0,1.0,L,False,32,0,72.0,500.0,500.0,13
130,CM61-BEAD-KS-976,KS,64073.59,0.0,1.0,2.0,L,True,3,0,50.0,2000.0,2000.0,13
131,CM61-BEAD-KS-982,KS,1679383.98,0.0,55.0,2.0,L,True,130,0,50.0,2500.0,2500.0,13
132,CM61-BEAD-KS-983,KS,1315942.26,0.0,55.0,2.0,L,True,108,0,50.0,2500.0,2500.0,13
133,CM61-BEAD-KS-985,KS,135996.0,0.0,9.0,0.0,L,True,4,0,50.0,2500.0,2500.0,13
134,CM61-BEAD-KS-986,KS,390000.0,0.0,88.0,2.0,L,True,104,0,72.0,500.0,1000.0,13
135,CM61-BEAD-KS-988,KS,1698750.0,0.0,447.0,3.0,L,True,453,0,72.0,500.0,1000.0,13
136,CM61-BEAD-KS-989,KS,6037458.92,0.0,455.0,4.0,L,True,553,0,50.0,1856.238698010848,2017.1790235081367,13
137,CM61-BEAD-KS-990-A,KS,701250.0,0.0,260.0,2.0,L,True,187,0,72.0,500.0,1000.0,13
138,CM61-BEAD-KS-990-B,KS,660000.0,0.0,250.0,2.0,L,True,176,0,72.0,500.0,1000.0,13
139,CM61-BEAD-KS-993,KS,2571181.34,0.0,37.0,1.0,L,True,169,0,50.0,1000.0,1000.0,13
140,CM61-BEAD-KS-994,KS,2184501.82,0.0,85.0,1.0,L,True,218,0,50.0,2500.0,2500.0,13
141,CM61-BEAD-KS-996-R,KS,5703500.0,0.0,50.0,0.0,L,True,189,0,50.0,1000.0,1000.0,13
142,CM61-BEAD-KS-998,KS,1799789.19,0.0,48.0,1.0,L,True,73,0,50.0,2500.0,2500.0,13
143,CM61-BEAD-KS-999,KS,58556500.87,714.0,1070.0,40.0,L,True,3150,4,50.0,915.269841269841,902.8095238095265,13
144,CM61-BEAD-VT-85803,VT,27000.0,0.0,0.0,0.0,L,False,18,0,61.0,450.0,50.0,7
145,CM61-BEAD-VT-85804,VT,16500.0,0.0,0.0,0.0,L,False,11,0,61.0,450.0,50.0,7
146,CM61-BEAD-VT-85805,VT,4500.0,0.0,0.0,0.0,L,False,3,0,61.0,450.0,50.0,7
147,CM61-BEAD-VT-83171,VT,85833.0,2.0,0.0,0.0,L,True,8,0,50.0,10000.0,10000.0,7
148,CM61-BEAD-VT-85808,VT,28500.0,0.0,0.0,0.0,L,False,19,0,61.0,450.0,50.0,7
149,CM61-BEAD-VT-85809,VT,28500.0,0.0,0.0,0.0,L,False,19,0,61.0,450.0,50.0,7
150,CM61-BEAD-VT-85559,VT,527023.0,11.0,1.0,7.0,L,True,66,0,40.0,2000.0,2000.0,7
151,CM61-BEAD-VT-85811,VT,1500.0,0.0,0.0,0.0,L,False,1,0,61.0,450.0,50.0,7
152,CM61-BEAD-VT-85812,VT,9000.0,0.0,0.0,0.0,L,False,6,0,61.0,450.0,50.0,7
153,CM61-BEAD-VT-85813,VT,22500.0,0.0,0.0,0.0,L,False,15,0,61.0,450.0,50.0,7
154,CM61-BEAD-VT-85560,VT,702442.0,10.0,1.0,7.0,L,True,65,0,50.0,2000.0,2000.0,7
155,CM61-BEAD-VT-85298,VT,150934.0,7.0,0.0,1.0,L,True,36,0,50.0,2000.0,2000.0,7
156,CM61-BEAD-VT-85835,VT,10500.0,0.0,0.0,0.0,L,False,7,0,61.0,450.0,50.0,7
157,CM61-BEAD-VT-85884,VT,15000.0,0.0,0.0,0.0,L,False,10,0,61.0,450.0,50.0,7
158,CM61-BEAD-VT-85562,VT,211631.0,4.0,1.0,7.0,L,True,23,0,40.0,2000.0,2000.0,7
159,CM61-BEAD-VT-85511,VT,3525650.0,252.0,8.0,1.0,L,True,996,0,50.0,2000.0,2000.0,7
160,CM61-BEAD-VT-85890,VT,310500.0,0.0,0.0,0.0,L,False,207,0,61.0,450.0,50.0,7
161,CM61-BEAD-VT-83186,VT,565691.0,5.0,4.0,1.0,L,True,54,0,50.0,2000.0,2000.0,7
162,CM61-BEAD-VT-83181,VT,9269083.0,130.0,24.0,0.0,L,True,1747,0,50.0,1000.0,1000.0,7
163,CM61-BEAD-VT-83905,VT,66658142.0,940.0,35.0,17.0,L,True,7441,0,50.0,1000.0,1000.0,7
164,CM61-BEAD-VT-85518,VT,2796839.0,262.0,20.0,1.0,L,True,1583,0,50.0,2000.0,2000.0,7
165,CM61-BEAD-VT-85519,VT,107370.0,6.0,0.0,1.0,L,True,17,0,50.0,2000.0,2000.0,7
166,CM61-BEAD-VT-85903,VT,39000.0,0.0,0.0,0.0,L,False,26,0,61.0,450.0,50.0,7
167,CM61-BEAD-VT-85568,VT,1008490.0,49.0,3.0,7.0,L,True,324,0,40.0,2000.0,2000.0,7
168,CM61-BEAD-VT-85907,VT,2742000.0,0.0,0.0,0.0,L,False,1828,0,61.0,450.0,50.0,7
169,CM61-BEAD-VT-85073,VT,1994135.3,45.0,2.0,13.0,L,True,184,0,50.0,1000.0,1000.0,7
170,CM61-BEAD-VT-85521,VT,870888.0,87.0,1.0,1.0,L,True,215,0,50.0,2000.0,2000.0,7
171,CM61-BEAD-VT-85915,VT,36000.0,0.0,0.0,0.0,L,False,24,0,61.0,450.0,50.0,7
172,CM61-BEAD-VT-85522,VT,1076098.0,126.0,1.0,1.0,L,True,343,0,50.0,2000.0,2000.0,7
173,CM61-BEAD-VT-85807,VT,4500.0,0.0,0.0,0.0,L,False,3,0,61.0,450.0,50.0,7
174,CM61-BEAD-SC-AECSC,SC,1065267.15,62.0,7.0,0.0,L,True,371,11,50.0,1000.0,1000.0,11
175,CM61-BEAD-SC-AMZSC,SC,5337600.0,0.0,0.0,11.0,L,False,8891,0,61.0,100.0,20.0,11
176,CM61-BEAD-SC-ATTSC,SC,4209849.0,24.0,117.0,0.0,L,True,803,45,50.0,5000.0,5000.0,11
177,CM61-BEAD-SC-BRESC,SC,401004.0,5.0,4.0,12.0,L,True,131,26,50.0,8000.0,8000.0,11
178,CM61-BEAD-SC-BRISC,SC,10400.0,23.0,162.0,3.0,L,True,118,29,50.0,2000.0,2000.0,11
179,CM61-BEAD-SC-CHRSC,SC,3611535.0,54.0,27.0,0.0,L,True,837,4,50.0,1000.0,1000.0,11
180,CM61-BEAD-SC-COMSC,SC,3640032.0,116.0,0.0,5.0,L,True,533,73,40.0,2000.0,2000.0,11
181,CM61-BEAD-SC-CMPSC,SC,1275523.0,3.0,22.0,64.0,L,True,267,30,40.0,2932.5842696629206,2441.5730337078635,11
182,CM61-BEAD-SC-HOMSC,SC,1508065.0,0.0,23.0,29.0,L,True,312,0,50.0,907.692307692308,890.3846153846152,11
183,CM61-BEAD-SC-HTCSC,SC,806400.0,22.0,31.0,0.0,L,True,120,12,50.0,5000.0,5000.0,11
184,CM61-BEAD-SC-INTSC,SC,2553850.0,0.0,112.0,15.0,L,True,325,19,50.0,1000.0,1000.0,11
185,CM61-BEAD-SC-NECSC,SC,198083.0,3.0,0.0,0.0,L,True,72,0,50.0,1000.0,1000.0,11
186,CM61-BEAD-SC-RIPSC,SC,296227.0,0.0,48.0,9.0,L,True,64,5,50.0,2000.0,2000.0,11
187,CM61-BEAD-SC-SPXSC,SC,2079000.0,0.0,0.0,0.0,L,False,1083,0,61.0,450.0,55.0,11
188,CM61-BEAD-SC-TVCSC,SC,6247010.0,15.0,131.0,0.0,L,True,2318,50,50.0,10000.0,10000.0,11
189,CM61-BEAD-SC-ZTLSC,SC,8118544.0,0.0,785.0,98.0,L,True,4235,39,50.0,10000.0,10000.0,11
190,CM61-BEAD-AR-43-5289,AR,62612.74,2.0,5.0,0.0,L,True,17,3,50.0,1000.0,1000.0,17
191,CM61-BEAD-AR-43-5290,AR,98273.16,0.0,5.0,0.0,L,True,15,1,50.0,1000.0,1000.0,17
192,CM61-BEAD-AR-43-5291,AR,165055.67,3.0,9.0,0.0,L,True,17,0,50.0,1000.0,1000.0,17
193,CM61-BEAD-AR-43-5292,AR,79900.15,2.0,6.0,0.0,L,True,13,0,50.0,1000.0,1000.0,17
194,CM61-BEAD-AR-43-5294,AR,1747999.09,3.0,15.0,0.0,L,True,152,0,50.0,1000.0,1000.0,17
195,CM61-BEAD-AR-211-5352,AR,19440.0,0.0,0.0,15.0,L,False,12,0,61.0,150.0,20.0,17
196,CM61-BEAD-AR-211-5367,AR,12150.0,0.0,0.0,15.0,L,False,6,0,61.0,150.0,20.0,17
197,CM61-BEAD-AR-211-5470,AR,22000.0,0.0,0.0,15.0,L,False,16,1,61.0,150.0,20.0,17
198,CM61-BEAD-AR-211-5475,AR,24750.0,0.0,0.0,15.0,L,False,17,2,61.0,150.0,20.0,17
199,CM61-BEAD-AR-211-5477,AR,2200.0,0.0,0.0,15.0,L,False,2,1,61.0,150.0,20.0,17
200,CM61-BEAD-AR-211-5478,AR,23552.94,0.0,0.0,15.0,L,False,14,1,61.0,150.0,20.0,17
201,CM61-BEAD-AR-211-5480,AR,9428.57,0.0,0.0,15.0,L,False,6,1,61.0,150.0,20.0,17
202,CM61-BEAD-AR-211-5492,AR,52983.33,0.0,0.0,15.0,L,False,34,1,61.0,150.0,20.0,17
203,CM61-BEAD-AR-211-5493,AR,62436.0,0.0,0.0,15.0,L,False,44,2,61.0,150.0,20.0,17
204,CM61-BEAD-AR-211-5517,AR,24933.33,0.0,0.0,15.0,L,False,17,2,61.0,150.0,20.0,17
205,CM61-BEAD-AR-211-5523,AR,11550.0,0.0,0.0,15.0,L,False,8,1,61.0,150.0,20.0,17
206,CM61-BEAD-AR-211-5528,AR,48227.14,0.0,0.0,15.0,L,False,33,2,61.0,150.0,20.0,17
207,CM61-BEAD-AR-211-5530,AR,16800.0,0.0,0.0,15.0,L,False,16,2,61.0,150.0,20.0,17
208,CM61-BEAD-AR-211-5532,AR,65192.31,0.0,0.0,15.0,L,False,50,13,61.0,150.0,20.0,17
209,CM61-BEAD-AR-211-5545,AR,49500.0,0.0,0.0,15.0,L,False,31,1,61.0,150.0,20.0,17
210,CM61-BEAD-AR-211-5550,AR,8250.0,0.0,0.0,15.0,L,False,6,1,61.0,150.0,20.0,17
211,CM61-BEAD-AR-211-6418,AR,543600.0,0.0,0.0,15.0,L,True,910,387,61.0,150.0,20.0,17
212,CM61-BEAD-AR-130-5153,AR,2145161.91,60.0,60.0,1.0,L,True,225,2,50.0,1000.0,1000.0,17
213,CM61-BEAD-AR-211-5370,AR,4050.0,0.0,0.0,15.0,L,False,2,0,61.0,150.0,20.0,17
214,CM61-BEAD-AR-211-5380,AR,8376.92,0.0,0.0,15.0,L,False,11,5,61.0,150.0,20.0,17
215,CM61-BEAD-AR-211-5381,AR,3300.0,0.0,0.0,15.0,L,False,3,1,61.0,150.0,20.0,17
216,CM61-BEAD-AR-211-5403,AR,1650.0,0.0,0.0,15.0,L,False,2,1,61.0,150.0,20.0,17
217,CM61-BEAD-AR-211-5404,AR,1650.0,0.0,0.0,15.0,L,False,6,5,61.0,150.0,20.0,17
218,CM61-BEAD-AR-211-5429,AR,6600.0,0.0,0.0,15.0,L,False,6,2,61.0,150.0,20.0,17
219,CM61-BEAD-AR-211-5453,AR,745348.55,0.0,0.0,15.0,L,False,485,45,61.0,150.0,20.0,17
220,CM61-BEAD-AR-211-5457,AR,675.0,0.0,0.0,15.0,L,False,1,0,61.0,150.0,20.0,17
221,CM61-BEAD-AR-130-5156,AR,732619.83,2.0,22.0,2.0,L,True,102,1,50.0,1000.0,1000.0,17
222,CM61-BEAD-AR-130-5160,AR,2761098.65,8.0,71.0,2.0,L,True,447,6,50.0,1000.0,1000.0,17
223,CM61-BEAD-AR-130-5161,AR,4157699.76,4.0,72.0,5.0,L,True,794,4,50.0,1000.0,1000.0,17
