,project_id,state,bead_support,estimated_miles_aerial_fiber,estimated_miles_buried_fiber,estimated_jobs,project_type,priority_broadband_project,funded_locations,funded_cai,dominant_technology,avg_download_speed,avg_upload_speed,state_num_providers
4848,CM61-BEAD-IN-SPX110-6954,IN,12000.0,0.0,0.0,0.0,L,False,8,0,61.0,450.0,55.0,27
4849,CM61-BEAD-IN-OCR60-5708,IN,1412.16,0.0,0.0,3.0,L,True,1,0,50.0,10000.0,10000.0,27
4850,CM61-BEAD-IN-SPX110-6786,IN,4500.0,0.0,0.0,0.0,L,False,3,0,61.0,450.0,55.0,27
4851,CM61-BEAD-IN-SPX110-6559,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4852,CM61-BEAD-IN-OCR60-5731,IN,28243.2,0.0,0.0,3.0,L,True,20,0,50.0,10000.0,10000.0,27
4853,CM61-BEAD-IN-SPX110-6518,IN,1500.0,0.0,0.0,0.0,L,False,1,0,61.0,450.0,55.0,27
4854,CM61-BEAD-IN-SPX110-5828,IN,12000.0,0.0,0.0,0.0,L,True,4,0,61.0,450.0,55.0,27
4855,CM61-BEAD-IN-SPX110-6673,IN,4500.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4856,CM61-BEAD-IN-SPX110-6438,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4857,CM61-BEAD-IN-SPX110-6768,IN,4500.0,0.0,0.0,0.0,L,False,3,0,61.0,450.0,55.0,27
4858,CM61-BEAD-IN-SPX110-6188,IN,15000.0,0.0,0.0,0.0,L,True,10,0,61.0,450.0,55.0,27
4859,CM61-BEAD-IN-SPX110-6346,IN,7500.0,0.0,0.0,0.0,L,True,5,0,61.0,450.0,55.0,27
4860,CM61-BEAD-IN-SPX110-6433,IN,37500.0,0.0,0.0,0.0,L,True,22,0,61.0,450.0,55.0,27
4861,CM61-BEAD-IN-SPX110-6617,IN,54000.0,0.0,0.0,0.0,L,True,33,0,61.0,450.0,55.0,27
4862,CM61-BEAD-IN-SPX110-6770,IN,9000.0,0.0,0.0,0.0,L,True,6,0,61.0,450.0,55.0,27
4863,CM61-BEAD-IN-SPX110-6074,IN,4500.0,0.0,0.0,0.0,L,False,3,0,61.0,450.0,55.0,27
4864,CM61-BEAD-IN-SPX110-6681,IN,12000.0,0.0,0.0,0.0,L,False,8,0,61.0,450.0,55.0,27
4865,CM61-BEAD-IN-LIG14-3899,IN,25000.0,0.0,1.0,0.0,L,True,5,0,50.0,8000.0,8000.0,27
4866,CM61-BEAD-IN-SPX110-6928,IN,4500.0,0.0,0.0,0.0,L,False,2,0,61.0,450.0,55.0,27
4867,CM61-BEAD-IN-SPX110-5952,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4868,CM61-BEAD-IN-OCR60-5710,IN,46601.28,0.0,0.0,3.0,L,True,33,0,50.0,10000.0,10000.0,27
4869,CM61-BEAD-IN-SPX110-6473,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4870,CM61-BEAD-IN-SPX110-6903,IN,40500.0,0.0,0.0,0.0,L,True,27,0,61.0,450.0,55.0,27
4871,CM61-BEAD-IN-SPX110-6967,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4872,CM61-BEAD-IN-SPX110-6596,IN,235500.0,0.0,0.0,0.0,L,True,141,0,61.0,450.0,55.0,27
4873,CM61-BEAD-IN-SPX110-6693,IN,7500.0,0.0,0.0,0.0,L,True,3,0,61.0,450.0,55.0,27
4874,CM61-BEAD-IN-SPX110-6482,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4875,CM61-BEAD-IN-SPX110-6494,IN,6000.0,0.0,0.0,0.0,L,True,4,0,61.0,450.0,55.0,27
4876,CM61-BEAD-IN-SPX110-6002,IN,6000.0,0.0,0.0,0.0,L,True,4,0,61.0,450.0,55.0,27
4877,CM61-BEAD-IN-SPX110-6887,IN,6000.0,0.0,0.0,0.0,L,True,3,0,61.0,450.0,55.0,27
4878,CM61-BEAD-IN-RTC81-4091,IN,0.0,0.0,0.0,0.0,L,True,2,0,50.0,1000.0,1000.0,27
4879,CM61-BEAD-IN-SPX110-6892,IN,6000.0,0.0,0.0,0.0,L,False,4,0,61.0,450.0,55.0,27
4880,CM61-BEAD-IN-SPX110-6674,IN,9000.0,0.0,0.0,0.0,L,False,6,0,61.0,450.0,55.0,27
4881,CM61-BEAD-IN-SPX110-6583,IN,69000.0,0.0,0.0,0.0,L,True,43,0,61.0,450.0,55.0,27
4882,CM61-BEAD-IN-SPX110-5981,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4883,CM61-BEAD-IN-SPX110-5869,IN,16500.0,0.0,0.0,0.0,L,True,11,0,61.0,450.0,55.0,27
4884,CM61-BEAD-IN-SPX110-5964,IN,6000.0,0.0,0.0,0.0,L,True,4,0,61.0,450.0,55.0,27
4885,CM61-BEAD-IN-SPX110-6856,IN,27000.0,0.0,0.0,0.0,L,True,10,0,61.0,450.0,55.0,27
4886,CM61-BEAD-IN-OCR60-5711,IN,24006.72,0.0,0.0,3.0,L,True,17,0,50.0,10000.0,10000.0,27
4887,CM61-BEAD-IN-SPX110-6364,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4888,CM61-BEAD-IN-OCR60-5755,IN,7060.8,0.0,0.0,3.0,L,True,5,0,50.0,10000.0,10000.0,27
4889,CM61-BEAD-IN-SPX110-6034,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4890,CM61-BEAD-IN-SPX110-6336,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4891,CM61-BEAD-IN-SPX110-5764,IN,6000.0,0.0,0.0,0.0,L,True,4,0,61.0,450.0,55.0,27
4892,CM61-BEAD-IN-OCR60-6863,IN,249952.32,0.0,0.0,3.0,L,True,174,0,50.0,10000.0,10000.0,27
4893,CM61-BEAD-IN-OCR60-5712,IN,2824.32,0.0,0.0,3.0,L,True,2,0,50.0,10000.0,10000.0,27
4894,CM61-BEAD-IN-SPX110-5953,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4895,CM61-BEAD-IN-SPX110-6636,IN,1500.0,0.0,0.0,0.0,L,False,1,0,61.0,450.0,55.0,27
4896,CM61-BEAD-IN-STM109-7139,IN,58183.5,0.0,2.0,27.0,L,True,20,0,50.0,2000.0,2000.0,27
4897,CM61-BEAD-IN-SPX110-6880,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4898,CM61-BEAD-IN-BSD70-4173,IN,117362.0,5.0,0.0,1.0,L,True,26,1,50.0,2000.0,2000.0,27
4899,CM61-BEAD-IN-DCR66-5301,IN,111370.0,18.0,3.0,3.0,L,True,23,0,50.0,1000.0,1000.0,27
4900,CM61-BEAD-IN-SPX110-5966,IN,9000.0,0.0,0.0,0.0,L,True,6,0,61.0,450.0,55.0,27
4901,CM61-BEAD-IN-SPX110-6660,IN,9000.0,0.0,0.0,0.0,L,True,6,0,61.0,450.0,55.0,27
4902,CM61-BEAD-IN-SPX110-6078,IN,31500.0,0.0,0.0,0.0,L,True,21,0,61.0,450.0,55.0,27
4903,CM61-BEAD-IN-AMG8-3823,IN,145662.55,0.0,0.0,2.0,L,True,19,0,71.0,1000.0,500.0,27
4904,CM61-BEAD-IN-SPX110-6573,IN,33000.0,0.0,0.0,0.0,L,True,21,0,61.0,450.0,55.0,27
4905,CM61-BEAD-IN-OCR60-7182,IN,53662.08,0.0,0.0,3.0,L,True,38,0,50.0,10000.0,10000.0,27
4906,CM61-BEAD-IN-SPX110-6400,IN,12000.0,0.0,0.0,0.0,L,True,8,0,61.0,450.0,55.0,27
4907,CM61-BEAD-IN-SPX110-6960,IN,9000.0,0.0,0.0,0.0,L,False,6,0,61.0,450.0,55.0,27
4908,CM61-BEAD-IN-SPX110-6625,IN,1500.0,0.0,0.0,0.0,L,False,1,0,61.0,450.0,55.0,27
4909,CM61-BEAD-IN-SPX110-6917,IN,7500.0,0.0,0.0,0.0,L,True,4,0,61.0,450.0,55.0,27
4910,CM61-BEAD-IN-SPX110-6827,IN,4500.0,0.0,0.0,0.0,L,True,3,0,61.0,450.0,55.0,27
4911,CM61-BEAD-IN-SPX110-6731,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4912,CM61-BEAD-IN-SPX110-6410,IN,3000.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4913,CM61-BEAD-IN-SUR20-3997,IN,455072.04,0.0,29.0,6.0,L,True,157,1,50.0,10000.0,10000.0,27
4914,CM61-BEAD-IN-SPX110-6616,IN,9000.0,0.0,0.0,0.0,L,True,6,0,61.0,450.0,55.0,27
4915,CM61-BEAD-IN-SPX110-6471,IN,7500.0,0.0,0.0,0.0,L,True,4,0,61.0,450.0,55.0,27
4916,CM61-BEAD-IN-SPX110-6684,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4917,CM61-BEAD-IN-SPX110-6933,IN,45000.0,0.0,0.0,0.0,L,True,28,0,61.0,450.0,55.0,27
4918,CM61-BEAD-IN-SPX110-6946,IN,9000.0,0.0,0.0,0.0,L,True,4,0,61.0,450.0,55.0,27
4919,CM61-BEAD-IN-SPX110-6860,IN,12000.0,0.0,0.0,0.0,L,True,8,0,61.0,450.0,55.0,27
4920,CM61-BEAD-IN-SPX110-6535,IN,18000.0,0.0,0.0,0.0,L,True,12,0,61.0,450.0,55.0,27
4921,CM61-BEAD-IN-SPX110-6934,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4922,CM61-BEAD-IN-SPX110-6160,IN,6000.0,0.0,0.0,0.0,L,False,3,0,61.0,450.0,55.0,27
4923,CM61-BEAD-IN-SPX110-6137,IN,312000.0,0.0,0.0,0.0,L,False,228,0,61.0,450.0,55.0,27
4924,CM61-BEAD-IN-SPX110-5881,IN,4500.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4925,CM61-BEAD-IN-SPX110-6686,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4926,CM61-BEAD-IN-SPX110-6762,IN,7500.0,0.0,0.0,0.0,L,True,5,0,61.0,450.0,55.0,27
4927,CM61-BEAD-IN-SPX110-6965,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4928,CM61-BEAD-IN-SPX110-6472,IN,51000.0,0.0,0.0,0.0,L,False,27,0,61.0,450.0,55.0,27
4929,CM61-BEAD-IN-SPX110-5942,IN,12000.0,0.0,0.0,0.0,L,True,8,0,61.0,450.0,55.0,27
4930,CM61-BEAD-IN-SPX110-6296,IN,13500.0,0.0,0.0,0.0,L,True,9,0,61.0,450.0,55.0,27
4931,CM61-BEAD-IN-SPX110-5901,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4932,CM61-BEAD-IN-SPX110-6507,IN,21000.0,0.0,0.0,0.0,L,False,13,0,61.0,450.0,55.0,27
4933,CM61-BEAD-IN-SPX110-6756,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4934,CM61-BEAD-IN-SPX110-6371,IN,229500.0,0.0,0.0,0.0,L,True,141,0,61.0,450.0,55.0,27
4935,CM61-BEAD-IN-SPX110-5894,IN,22500.0,0.0,0.0,0.0,L,False,13,0,61.0,450.0,55.0,27
4936,CM61-BEAD-IN-SPX110-6565,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4937,CM61-BEAD-IN-SPX110-6913,IN,9000.0,0.0,0.0,0.0,L,True,6,0,61.0,450.0,55.0,27
4938,CM61-BEAD-IN-SPX110-6432,IN,9000.0,0.0,0.0,0.0,L,True,5,0,61.0,450.0,55.0,27
4939,CM61-BEAD-IN-SPX110-5902,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4940,CM61-BEAD-IN-SPX110-6627,IN,90000.0,0.0,0.0,0.0,L,True,56,0,61.0,450.0,55.0,27
4941,CM61-BEAD-IN-SPX110-6084,IN,6000.0,0.0,0.0,0.0,L,True,4,0,61.0,450.0,55.0,27
4942,CM61-BEAD-IN-SPX110-6466,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4943,CM61-BEAD-IN-SPX110-5904,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4944,CM61-BEAD-IN-SPX110-6815,IN,13500.0,0.0,0.0,0.0,L,True,9,0,61.0,450.0,55.0,27
4945,CM61-BEAD-IN-SPX110-6666,IN,7500.0,0.0,0.0,0.0,L,True,4,0,61.0,450.0,55.0,27
4946,CM61-BEAD-IN-SPX110-6230,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4947,CM61-BEAD-IN-SPX110-6424,IN,12000.0,0.0,0.0,0.0,L,True,7,0,61.0,450.0,55.0,27
4948,CM61-BEAD-IN-SPX110-6721,IN,4500.0,0.0,0.0,0.0,L,True,3,0,61.0,450.0,55.0,27
4949,CM61-BEAD-IN-SUR20-7917,IN,3375.0,0.0,0.0,,L,True,1,0,50.0,2000.0,2000.0,27
4950,CM61-BEAD-IN-OCR60-5713,IN,1412.16,0.0,0.0,3.0,L,True,1,0,50.0,10000.0,10000.0,27
4951,CM61-BEAD-IN-STM109-7147,IN,110516.38,0.0,4.0,27.0,L,True,31,0,50.0,2000.0,2000.0,27
4952,CM61-BEAD-IN-SPX110-6522,IN,1500.0,0.0,0.0,0.0,L,False,1,0,61.0,450.0,55.0,27
4953,CM61-BEAD-IN-SPX110-6111,IN,21000.0,0.0,0.0,0.0,L,True,14,0,61.0,450.0,55.0,27
4954,CM61-BEAD-IN-SPX110-6043,IN,4500.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4955,CM61-BEAD-IN-SPX110-5887,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4956,CM61-BEAD-IN-SPX110-6912,IN,84000.0,0.0,0.0,0.0,L,True,56,0,61.0,450.0,55.0,27
4957,CM61-BEAD-IN-SPX110-6334,IN,13500.0,0.0,0.0,0.0,L,True,7,0,61.0,450.0,55.0,27
4958,CM61-BEAD-IN-SPX110-6479,IN,12000.0,0.0,0.0,0.0,L,False,7,0,61.0,450.0,55.0,27
4959,CM61-BEAD-IN-SPX110-5868,IN,3000.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4960,CM61-BEAD-IN-SPX110-6891,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4961,CM61-BEAD-IN-OCR60-5714,IN,25418.88,0.0,0.0,3.0,L,True,18,0,50.0,10000.0,10000.0,27
4962,CM61-BEAD-IN-SPX110-6781,IN,4500.0,0.0,0.0,0.0,L,True,3,0,61.0,450.0,55.0,27
4963,CM61-BEAD-IN-SPX110-6590,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4964,CM61-BEAD-IN-SPX110-5867,IN,4500.0,0.0,0.0,0.0,L,False,2,0,61.0,450.0,55.0,27
4965,CM61-BEAD-IN-SPX110-6048,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4966,CM61-BEAD-IN-SPX110-6593,IN,127500.0,0.0,0.0,0.0,L,True,85,0,61.0,450.0,55.0,27
4967,CM61-BEAD-IN-SPX110-5862,IN,3000.0,0.0,0.0,0.0,L,False,2,0,61.0,450.0,55.0,27
4968,CM61-BEAD-IN-SPX110-5940,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4969,CM61-BEAD-IN-SPX110-6345,IN,10500.0,0.0,0.0,0.0,L,True,6,0,61.0,450.0,55.0,27
4970,CM61-BEAD-IN-SPX110-6311,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4971,CM61-BEAD-IN-SPX110-6395,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4972,CM61-BEAD-IN-SPX110-6714,IN,19500.0,0.0,0.0,0.0,L,True,12,0,61.0,450.0,55.0,27
4973,CM61-BEAD-IN-SPX110-6055,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4974,CM61-BEAD-IN-SPX110-6521,IN,6000.0,0.0,0.0,0.0,L,True,4,0,61.0,450.0,55.0,27
4975,CM61-BEAD-IN-SPX110-6572,IN,4500.0,0.0,0.0,0.0,L,False,3,0,61.0,450.0,55.0,27
4976,CM61-BEAD-IN-SPX110-6560,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4977,CM61-BEAD-IN-SPX110-5751,IN,15000.0,0.0,0.0,0.0,L,True,10,0,61.0,450.0,55.0,27
4978,CM61-BEAD-IN-OCR60-5310,IN,1412.16,0.0,0.0,3.0,L,True,1,0,50.0,10000.0,10000.0,27
4979,CM61-BEAD-IN-SPX110-6401,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4980,CM61-BEAD-IN-SPX110-5986,IN,4500.0,0.0,0.0,0.0,L,True,3,0,61.0,450.0,55.0,27
4981,CM61-BEAD-IN-SPX110-6146,IN,3000.0,0.0,0.0,0.0,L,False,1,0,61.0,450.0,55.0,27
4982,CM61-BEAD-IN-OCR60-5715,IN,8472.96,0.0,0.0,3.0,L,True,6,0,50.0,10000.0,10000.0,27
4983,CM61-BEAD-IN-SPX110-6824,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4984,CM61-BEAD-IN-SPX110-6595,IN,1500.0,0.0,0.0,0.0,L,False,1,0,61.0,450.0,55.0,27
4985,CM61-BEAD-IN-SPX110-5939,IN,18000.0,0.0,0.0,0.0,L,False,11,0,61.0,450.0,55.0,27
4986,CM61-BEAD-IN-SPX110-6457,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4987,CM61-BEAD-IN-SPX110-6247,IN,42000.0,0.0,0.0,0.0,L,True,27,0,61.0,450.0,55.0,27
4988,CM61-BEAD-IN-SPX110-6478,IN,19500.0,0.0,0.0,0.0,L,False,12,0,61.0,450.0,55.0,27
4989,CM61-BEAD-IN-SPX110-6585,IN,49500.0,0.0,0.0,0.0,L,True,30,0,61.0,450.0,55.0,27
4990,CM61-BEAD-IN-SPX110-6327,IN,3000.0,0.0,0.0,0.0,L,False,2,0,61.0,450.0,55.0,27
4991,CM61-BEAD-IN-SPX110-6196,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
4992,CM61-BEAD-IN-SPX110-6889,IN,19500.0,0.0,0.0,0.0,L,True,5,0,61.0,450.0,55.0,27
4993,CM61-BEAD-IN-SPX110-6930,IN,7500.0,0.0,0.0,0.0,L,True,5,0,61.0,450.0,55.0,27
4994,CM61-BEAD-IN-SPX110-5977,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4995,CM61-BEAD-IN-SPX110-6672,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4996,CM61-BEAD-IN-SPX110-6966,IN,3000.0,0.0,0.0,0.0,L,False,2,0,61.0,450.0,55.0,27
4997,CM61-BEAD-IN-SPX110-5999,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
4998,CM61-BEAD-IN-SPX110-6597,IN,9000.0,0.0,0.0,0.0,L,True,6,0,61.0,450.0,55.0,27
4999,CM61-BEAD-IN-SPX110-5856,IN,7500.0,0.0,0.0,0.0,L,False,5,0,61.0,450.0,55.0,27
5000,CM61-BEAD-IN-SPX110-6116,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5001,CM61-BEAD-IN-SPX110-6571,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5002,CM61-BEAD-IN-SPX110-6893,IN,31500.0,0.0,0.0,0.0,L,True,18,0,61.0,450.0,55.0,27
5003,CM61-BEAD-IN-SPX110-6619,IN,6000.0,0.0,0.0,0.0,L,True,4,0,61.0,450.0,55.0,27
5004,CM61-BEAD-IN-SPX110-6509,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
5005,CM61-BEAD-IN-SPX110-5786,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5006,CM61-BEAD-IN-SPX110-6243,IN,1500.0,0.0,0.0,0.0,L,False,1,0,61.0,450.0,55.0,27
5007,CM61-BEAD-IN-SPX110-6986,IN,9000.0,0.0,0.0,0.0,L,True,5,0,61.0,450.0,55.0,27
5008,CM61-BEAD-IN-SPX110-6143,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
5009,CM61-BEAD-IN-AMG8-3852,IN,152385.05,0.0,0.0,2.0,L,True,73,0,71.0,1000.0,500.0,27
5010,CM61-BEAD-IN-SPX110-6402,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5011,CM61-BEAD-IN-SPX110-5820,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5012,CM61-BEAD-IN-SPX110-6340,IN,1500.0,0.0,0.0,0.0,L,False,1,0,61.0,450.0,55.0,27
5013,CM61-BEAD-IN-OCR60-7188,IN,1412.16,0.0,0.0,3.0,L,True,1,0,50.0,10000.0,10000.0,27
5014,CM61-BEAD-IN-SPX110-7043,IN,1500.0,0.0,0.0,0.0,L,False,1,0,61.0,450.0,55.0,27
5015,CM61-BEAD-IN-SPX110-6516,IN,13500.0,0.0,0.0,0.0,L,True,9,0,61.0,450.0,55.0,27
5016,CM61-BEAD-IN-SPX110-6129,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5017,CM61-BEAD-IN-SPX110-6605,IN,1500.0,0.0,0.0,0.0,L,False,1,0,61.0,450.0,55.0,27
5018,CM61-BEAD-IN-SPX110-6467,IN,10500.0,0.0,0.0,0.0,L,True,5,0,61.0,450.0,55.0,27
5019,CM61-BEAD-IN-SPX110-6092,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5020,CM61-BEAD-IN-SPX110-5912,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
5021,CM61-BEAD-IN-SPX110-6775,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5022,CM61-BEAD-IN-SPX110-6283,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5023,CM61-BEAD-IN-SPX110-6194,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5024,CM61-BEAD-IN-SPX110-6000,IN,4500.0,0.0,0.0,0.0,L,True,3,0,61.0,450.0,55.0,27
5025,CM61-BEAD-IN-JCR17-3896,IN,2730.0,0.0,1.0,0.0,L,True,1,0,50.0,2000.0,1000.0,27
5026,CM61-BEAD-IN-SPX110-5890,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5027,CM61-BEAD-IN-SPX110-6430,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
5028,CM61-BEAD-IN-SPX110-6086,IN,4500.0,0.0,0.0,0.0,L,True,3,0,61.0,450.0,55.0,27
5029,CM61-BEAD-IN-SPX110-6370,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5030,CM61-BEAD-IN-SPX110-5846,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5031,CM61-BEAD-IN-SPX110-5875,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5032,CM61-BEAD-IN-SPX110-6835,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5033,CM61-BEAD-IN-SPX110-6844,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5034,CM61-BEAD-IN-OCR60-7183,IN,5648.64,0.0,0.0,3.0,L,True,4,0,50.0,10000.0,10000.0,27
5035,CM61-BEAD-IN-SPX110-6763,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5036,CM61-BEAD-IN-STM109-5045,IN,680908.13,0.0,26.0,27.0,L,True,191,0,50.0,2000.0,2000.0,27
5037,CM61-BEAD-IN-SPX110-5873,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5038,CM61-BEAD-IN-SPX110-6102,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5039,CM61-BEAD-IN-SPX110-6083,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5040,CM61-BEAD-IN-SPX110-6072,IN,3000.0,0.0,0.0,0.0,L,False,2,0,61.0,450.0,55.0,27
5041,CM61-BEAD-IN-SPX110-6284,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5042,CM61-BEAD-IN-SPX110-6841,IN,45000.0,0.0,0.0,0.0,L,False,28,0,61.0,450.0,55.0,27
5043,CM61-BEAD-IN-SPX110-6758,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
5044,CM61-BEAD-IN-SPX110-6790,IN,4500.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
5045,CM61-BEAD-IN-SPX110-6248,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5046,CM61-BEAD-IN-SPX110-6040,IN,438000.0,0.0,0.0,0.0,L,True,273,0,61.0,450.0,55.0,27
5047,CM61-BEAD-IN-SPX110-5992,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5048,CM61-BEAD-IN-OCR60-5735,IN,1412.16,0.0,0.0,3.0,L,True,1,0,50.0,10000.0,10000.0,27
5049,CM61-BEAD-IN-SPX110-6877,IN,12000.0,0.0,0.0,0.0,L,False,7,0,61.0,450.0,55.0,27
5050,CM61-BEAD-IN-SPX110-6953,IN,3000.0,0.0,0.0,0.0,L,False,2,0,61.0,450.0,55.0,27
5051,CM61-BEAD-IN-SPX110-6603,IN,6000.0,0.0,0.0,0.0,L,False,3,0,61.0,450.0,55.0,27
5052,CM61-BEAD-IN-SPX110-6528,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5053,CM61-BEAD-IN-SPX110-6584,IN,10500.0,0.0,0.0,0.0,L,True,7,0,61.0,450.0,55.0,27
5054,CM61-BEAD-IN-SPX110-6822,IN,1500.0,0.0,0.0,0.0,L,True,1,0,61.0,450.0,55.0,27
5055,CM61-BEAD-IN-SPX110-6118,IN,1500.0,0.0,0.0,0.0,L,False,1,0,61.0,450.0,55.0,27
5056,CM61-BEAD-IN-SPX110-6209,IN,7500.0,0.0,0.0,0.0,L,False,5,0,61.0,450.0,55.0,27
5057,CM61-BEAD-IN-SPX110-6338,IN,1500.0,0.0,0.0,0.0,L,False,1,0,61.0,450.0,55.0,27
5058,CM61-BEAD-IN-SPX110-6491,IN,3000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,27
5059,CM61-BEAD-IN-STM109-1908,IN,4309486.88,0.0,196.0,27.0,L,True,1006,0,50.0,2000.0,2000.0,27
